CookerStat, GenerateAssetRegistry=0.030026, Initialize=0.179775, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
MaterialTransactionId1144909C4BAE4A97DF71409DB13982EA_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ343755EEC9C49135C7C5A30B6E78454C4_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000064000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210440444444232341414141414141414141414121301214141414141414140443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444442500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=8890.568359, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
DDCTransactionIdC4C715A54B81F08B5FD914B404B2A7E9_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_08__DB4DB330B61EFDE7B233A5375B95602EEDC79BCC, StartTime=2016.05.02-15.34.40, HierarchicalDDC=, DataSize=2521, Duration=2.328228, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
DDCTransactionIdDBAC9E024485B60AA012DC91AEAE650F_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_010C631EDC4066869F3CFB87B9D2BA2__DD85AACE2F9C8D5FC7ECB0386F93564389E05FE4, StartTime=2016.05.02-15.34.40, HierarchicalDDC=, DataSize=1834, Duration=1.695741, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
DDCTransactionIdC859DC0A458A33C98565F4A0C50B205F_0, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_010C631EDC4066869__CBC44062B75C4F83277F0F7D5C73F8EF03172CF1, StartTime=2016.05.02-15.34.40, HierarchicalDDC=, DataSize=837, Duration=1.673799, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
DDCTransactionIdDBAC9E024485B60AA012DC91AEAE650F_1, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__5E3C13C49BBD7C95569473E43EE76D7096E16DCA, StartTime=2016.05.02-15.34.49, HierarchicalDDC=, DataSize=98425, Duration=2.034120, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
DDCTransactionId51FC6FAC461880BF6C00F68BE9B9DEDF_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_9FB689A846A13506D07D9AB81F43A37E, StartTime=2016.05.02-15.47.07, HierarchicalDDC=, DataSize=170213, Duration=1.711909, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_0, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechChara_Auto1.uasset, AutoPackageBackupDelegate=197.592850, FlushAsyncLoading=0.023868, FlushStreamingFunc=0.059668, BlockTillAllRequestsFinished=0.009239, ResetLoadersForSaveUnMarkAllObjects=2.168473, TagPackageExports=391.004303, BeginCacheForCookedPlatformData=0.009626, SerializeImports=417.654938, GatherLocalizableTextData=264.693359, MarkNames=3.402643, SerializeSummary=0.067752, SerializeNames=2.733976, SerializeGatherableTextData=2.637733, BuildExportMap=3.667109, SortExportsNonSeekfree=93.268044, SortExportsSeekfreeConstructor=0.146672, SortExportsSeekfreeInner=466.536163, SortExportsSeekfree=0.014629, BuildDependencyMap=5.918346, SerializeImportMap=0.140510, SerializeExportMap=2.034504, SerializeDependencyMap=0.392273, SerializeStringAssetReferenceMap=0.007696, SaveThumbNailsAssetRegistryDataWorldLevelInfo=66.083839, SerializeExports=456.275116, SerializeBulkData=0.062365, MoveFile=201.975601, UnaccountedTime=2.163082, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_1, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechSurgAnim_Auto1.uasset, AutoPackageBackupDelegate=130.442307, FlushAsyncLoading=0.021942, FlushStreamingFunc=0.171304, BlockTillAllRequestsFinished=0.015784, ResetLoadersForSaveUnMarkAllObjects=0.311047, TagPackageExports=192.948715, BeginCacheForCookedPlatformData=0.011548, SerializeImports=193.129654, GatherLocalizableTextData=124.094727, MarkNames=2.449486, SerializeSummary=0.046197, SerializeNames=2.119578, SerializeGatherableTextData=3.262907, BuildExportMap=2.024878, SortExportsNonSeekfree=42.790794, SortExportsSeekfreeConstructor=0.037726, SortExportsSeekfreeInner=170.730087, SortExportsSeekfree=0.013474, BuildDependencyMap=2.787866, SerializeImportMap=0.075065, SerializeExportMap=0.516999, SerializeDependencyMap=0.172079, SerializeStringAssetReferenceMap=0.006542, SaveThumbNailsAssetRegistryDataWorldLevelInfo=40.539177, SerializeExports=239.545975, SerializeBulkData=0.020020, MoveFile=104.776367, UnaccountedTime=1.050938, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_2, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/MyInterface/MechaHud.uasset, AutoPackageBackupDelegate=13.783041, FlushAsyncLoading=0.009239, FlushStreamingFunc=0.139356, BlockTillAllRequestsFinished=0.007313, ResetLoadersForSaveUnMarkAllObjects=0.255227, TagPackageExports=2.523400, BeginCacheForCookedPlatformData=0.003465, SerializeImports=2.849847, GatherLocalizableTextData=2.890650, MarkNames=0.038110, SerializeSummary=0.019249, SerializeNames=0.138201, SerializeGatherableTextData=0.108942, BuildExportMap=0.130501, SortExportsNonSeekfree=0.364169, SortExportsSeekfreeConstructor=0.083923, SortExportsSeekfreeInner=5.754739, SortExportsSeekfree=0.005774, BuildDependencyMap=0.038881, SerializeImportMap=0.011932, SerializeExportMap=0.017710, SerializeDependencyMap=0.005774, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.582442, SerializeExports=2.951473, SerializeBulkData=0.008855, MoveFile=8.533753, UnaccountedTime=3.399950, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_3, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPersonBP/Maps/TutorialCourse_Auto2.umap, AutoPackageBackupDelegate=56.087631, FlushAsyncLoading=0.022709, FlushStreamingFunc=0.180162, BlockTillAllRequestsFinished=0.013858, ResetLoadersForSaveUnMarkAllObjects=0.481967, TagPackageExports=4.447035, BeginCacheForCookedPlatformData=0.005003, SerializeImports=6.709054, GatherLocalizableTextData=33.258072, MarkNames=0.142820, SerializeSummary=0.026945, SerializeNames=0.649426, SerializeGatherableTextData=0.113562, BuildExportMap=0.573970, SortExportsNonSeekfree=1.028609, SortExportsSeekfreeConstructor=0.096627, SortExportsSeekfreeInner=47.883018, SortExportsSeekfree=0.011165, BuildDependencyMap=0.194017, SerializeImportMap=0.071988, SerializeExportMap=0.057746, SerializeDependencyMap=0.020400, SerializeStringAssetReferenceMap=0.003465, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.852803, SerializeExports=7.108640, SerializeBulkData=21.635801, MoveFile=41.727150, UnaccountedTime=0.391889, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_4, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechChara_Auto2.uasset, AutoPackageBackupDelegate=196.406418, FlushAsyncLoading=0.022326, FlushStreamingFunc=0.112794, BlockTillAllRequestsFinished=0.012703, ResetLoadersForSaveUnMarkAllObjects=2.121121, TagPackageExports=352.250549, BeginCacheForCookedPlatformData=0.010010, SerializeImports=401.446289, GatherLocalizableTextData=246.553757, MarkNames=2.635039, SerializeSummary=0.041958, SerializeNames=1.768500, SerializeGatherableTextData=2.016794, BuildExportMap=2.353635, SortExportsNonSeekfree=83.892387, SortExportsSeekfreeConstructor=0.038110, SortExportsSeekfreeInner=475.697388, SortExportsSeekfree=0.012703, BuildDependencyMap=4.789263, SerializeImportMap=0.080071, SerializeExportMap=1.246110, SerializeDependencyMap=0.323750, SerializeStringAssetReferenceMap=0.006545, SaveThumbNailsAssetRegistryDataWorldLevelInfo=56.006405, SerializeExports=404.499390, SerializeBulkData=0.016939, MoveFile=202.138443, UnaccountedTime=1.943652, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_5, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechSurgAnim_Auto2.uasset, AutoPackageBackupDelegate=126.838318, FlushAsyncLoading=0.019632, FlushStreamingFunc=0.187475, BlockTillAllRequestsFinished=0.010394, ResetLoadersForSaveUnMarkAllObjects=0.336837, TagPackageExports=169.439713, BeginCacheForCookedPlatformData=0.010010, SerializeImports=192.616501, GatherLocalizableTextData=115.915520, MarkNames=1.820467, SerializeSummary=0.034261, SerializeNames=1.405097, SerializeGatherableTextData=2.300508, BuildExportMap=1.619521, SortExportsNonSeekfree=39.464752, SortExportsSeekfreeConstructor=0.040036, SortExportsSeekfreeInner=183.970337, SortExportsSeekfree=0.012703, BuildDependencyMap=2.260089, SerializeImportMap=0.061981, SerializeExportMap=0.522386, SerializeDependencyMap=0.145901, SerializeStringAssetReferenceMap=0.004236, SaveThumbNailsAssetRegistryDataWorldLevelInfo=36.238804, SerializeExports=221.483353, SerializeBulkData=0.017323, MoveFile=101.226669, UnaccountedTime=1.094051, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_6, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechGame_Auto2.uasset, AutoPackageBackupDelegate=17.490957, FlushAsyncLoading=0.011936, FlushStreamingFunc=0.334527, BlockTillAllRequestsFinished=0.011165, ResetLoadersForSaveUnMarkAllObjects=0.373792, TagPackageExports=5.245827, BeginCacheForCookedPlatformData=0.003848, SerializeImports=9.027653, GatherLocalizableTextData=4.492849, MarkNames=0.047732, SerializeSummary=0.017323, SerializeNames=0.321440, SerializeGatherableTextData=0.024252, BuildExportMap=0.202104, SortExportsNonSeekfree=0.619784, SortExportsSeekfreeConstructor=0.012316, SortExportsSeekfreeInner=11.022124, SortExportsSeekfree=0.005774, BuildDependencyMap=0.057742, SerializeImportMap=0.015013, SerializeExportMap=0.029642, SerializeDependencyMap=0.010394, SerializeStringAssetReferenceMap=0.003081, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.848833, SerializeExports=6.006118, SerializeBulkData=0.008084, MoveFile=8.541450, UnaccountedTime=0.274859, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_7, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MyInterface/Health_Ammo_Bar_Auto2.uasset, AutoPackageBackupDelegate=16.430784, FlushAsyncLoading=0.009239, FlushStreamingFunc=0.263311, BlockTillAllRequestsFinished=0.010010, ResetLoadersForSaveUnMarkAllObjects=0.251379, TagPackageExports=1.186058, BeginCacheForCookedPlatformData=0.003081, SerializeImports=2.078772, GatherLocalizableTextData=4.239544, MarkNames=0.026561, SerializeSummary=0.017326, SerializeNames=0.169765, SerializeGatherableTextData=0.099320, BuildExportMap=0.108942, SortExportsNonSeekfree=0.160910, SortExportsSeekfreeConstructor=0.011936, SortExportsSeekfreeInner=3.660951, SortExportsSeekfree=0.005007, BuildDependencyMap=0.030797, SerializeImportMap=0.011936, SerializeExportMap=0.016551, SerializeDependencyMap=0.005387, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.435006, SerializeExports=2.626184, SerializeBulkData=0.010006, MoveFile=5.042952, UnaccountedTime=0.193249, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_8, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MyInterface/MechaHud_Auto2.uasset, AutoPackageBackupDelegate=11.240005, FlushAsyncLoading=0.010010, FlushStreamingFunc=0.129346, BlockTillAllRequestsFinished=0.013474, ResetLoadersForSaveUnMarkAllObjects=0.250608, TagPackageExports=10.127865, BeginCacheForCookedPlatformData=0.003077, SerializeImports=113.845596, GatherLocalizableTextData=10.055878, MarkNames=0.053123, SerializeSummary=0.017326, SerializeNames=0.175539, SerializeGatherableTextData=0.192866, BuildExportMap=0.188626, SortExportsNonSeekfree=1.437049, SortExportsSeekfreeConstructor=0.012703, SortExportsSeekfreeInner=13.590179, SortExportsSeekfree=0.007313, BuildDependencyMap=0.162452, SerializeImportMap=0.014629, SerializeExportMap=0.041574, SerializeDependencyMap=0.015780, SerializeStringAssetReferenceMap=0.003081, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.318868, SerializeExports=11.946406, SerializeBulkData=0.008084, MoveFile=10.781136, UnaccountedTime=0.293341, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_9, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPersonBP/Maps/TutorialCourse_Auto3.umap, AutoPackageBackupDelegate=47.402977, FlushAsyncLoading=0.021558, FlushStreamingFunc=0.164375, BlockTillAllRequestsFinished=0.009239, ResetLoadersForSaveUnMarkAllObjects=0.381496, TagPackageExports=2.709720, BeginCacheForCookedPlatformData=0.003465, SerializeImports=4.109427, GatherLocalizableTextData=29.328421, MarkNames=0.131655, SerializeSummary=0.026561, SerializeNames=0.627484, SerializeGatherableTextData=0.107788, BuildExportMap=0.578593, SortExportsNonSeekfree=1.033995, SortExportsSeekfreeConstructor=0.095855, SortExportsSeekfreeInner=46.672710, SortExportsSeekfree=0.009626, BuildDependencyMap=1.407407, SerializeImportMap=0.088543, SerializeExportMap=0.117797, SerializeDependencyMap=0.020403, SerializeStringAssetReferenceMap=0.003852, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.806606, SerializeExports=7.235289, SerializeBulkData=23.056299, MoveFile=40.892563, UnaccountedTime=0.398815, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
SavePackageTransactionId0DEF55914547828438B5FC9F6E628B28_10, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechChara_Auto3.uasset, AutoPackageBackupDelegate=204.376587, FlushAsyncLoading=0.019632, FlushStreamingFunc=0.268701, BlockTillAllRequestsFinished=0.012316, ResetLoadersForSaveUnMarkAllObjects=1.490943, TagPackageExports=356.852722, BeginCacheForCookedPlatformData=0.010010, SerializeImports=395.018646, GatherLocalizableTextData=228.311371, MarkNames=2.913747, SerializeSummary=0.053894, SerializeNames=2.753221, SerializeGatherableTextData=2.573062, BuildExportMap=3.575876, SortExportsNonSeekfree=85.287094, SortExportsSeekfreeConstructor=0.031184, SortExportsSeekfreeInner=473.571655, SortExportsSeekfree=0.012320, BuildDependencyMap=5.402118, SerializeImportMap=0.080455, SerializeExportMap=1.212236, SerializeDependencyMap=0.239059, SerializeStringAssetReferenceMap=0.006545, SaveThumbNailsAssetRegistryDataWorldLevelInfo=63.095795, SerializeExports=418.297455, SerializeBulkData=0.017323, MoveFile=199.507645, UnaccountedTime=2.306666, RunGuid=RunID11988AE1406E0918A3FEC88C26C85BB7
